Ulasan,LP,LN,HP,HN,PP,PN
gx sengaja sarangan,0,0,0,0,0,0
bagus bersih tp bingung kuda kapal an ngapain soale rame jualan,1,0,0,0,1,0
dah x kesini tp dah beud ga main kisaran th sabtu kesini ttp rame gmana klo minggu ya,0,0,0,0,0,0
parkir libur dannojek angkutan jujur jarak aja harga mahal lokasi dekt,0,0,0,1,0,0
view nya bagus wahana nya seru seru udara nya sejuk,1,0,0,0,1,0
telaga nya b aja sayang buang sampah sembarangan terkesan kumuh kelebihannya steamboat aja,0,1,0,0,0,0
healing sangad bagus,0,0,0,0,1,0
berlibur menyenangkan sejuk liat danau nya seger pemandangan juara dingin nya nikmati oktober,1,0,0,0,1,0
nyaman bersanti hawa dingin,1,0,0,0,0,0
place to go pengen ngadem,0,0,0,0,0,0
telaga indah cocok refreshing speedboat sewa kuda keliling telaga pasar sayur buah baju baju souvenir pastinya warung kulineran hotel penginapan sekeliling telaga harga silakan menyesuaikan kantong,0,0,0,0,1,0
menyegarkan menyenangkan,0,0,0,0,0,0
slalu kangen pingin kesini candu banget view nya cocok liburan nggk nunggu liburan kesini suka sm sate pecelnya,0,0,0,0,1,0
keren bgt telaganya buatan zaman belanda ngga kering speed boat muterin telaga,0,0,0,0,1,0
kalo pagi udaranya seger banget,1,0,0,0,0,0
telaga warna air indah speedboat seru liburan,0,0,0,0,1,0
speedboat sumur asli,0,0,0,0,0,0
daerah gunung lawu lumayan menyenangkan,0,0,0,0,0,0
pengaturan lintas kendaraan telaga sarangan,0,0,0,0,0,0
tempatnya asri sejuk tp mood rusak karna bau pesing kencing kuda dimana pedagang asongan seakan memaksa beli,1,0,0,0,0,0
tempatnya nyaman ccok keluarga hati kera liar nimbrung disana,1,0,0,0,0,0
suasana nyaman udara sejuk cocok utk keluarga,1,0,0,0,0,0
kali telaga sarangan kesini kamis rame kesini sebentar kalo nginep,0,0,0,0,0,0
kesana pas dzuhur cerah minggu yaa ruame sekaki,0,0,0,0,0,0
seru dn cocok ngadem menenangkan fikiran,0,0,0,0,0,0
cocok gawe tujuan arek motoran sg seneng touring,0,0,0,0,0,0
ok banget,0,0,0,0,0,0
tenang asli endroit tranquille,0,0,0,0,0,0
salah wisata favorit suasana adem jalan lokasi indah dipenuhi perkebunan sayur buah berkunjung lupa mencoba makanan khasnya sate kelinci fasilitas dicoba telaga sarangan perahu kuda penginapan pasar souvenir dll,1,0,0,0,1,0
telaga sarangan permata alam terletak ketinggian pegunungan kabupaten magetan jawa timur indonesia memukau pemandangan danau indah dikelilingi perbukitan hijau menyegarkan hutan,0,0,0,1,1,0
healing wisata air ber kuda speedboat,0,0,0,0,1,0
pemandangannya indah pagi cuacanya dingin cocok wisata keluarga teman,1,0,0,0,1,0
keren asli sejuk ramai,1,0,0,0,1,0
bagus lumayan adem,0,0,0,0,1,0
suka bgt sma tmpatnya sejuk adem asri,1,0,0,0,0,0
indah cocok pekan liburan kluarga homestay,0,0,0,0,1,0
weekend ramai malam rame,0,0,0,0,0,0
ramai pekan foto senang sayuran segar relatif murah,1,0,1,0,0,0
ok nyaman banget sejuk dingin,1,0,0,0,0,0
bagus mencari inspirasi,0,0,0,0,1,0
kesini oktober musim labu alpukat stroberi wajib bgt beli hasil panen pasarnya orang surabaya alpukat stroberi lbh enak dr coba alpukatnya lembut gak,0,0,0,0,0,0
dingin brr,1,0,0,0,0,0
destinasi wisata telaga sarangan kota magetan jawa timur,0,0,0,0,1,0
informasi lengkap ramai n happy,0,0,0,0,0,0
lokasi magetan solo melewati tawangmangu tiket masuk ribu biaya parkir pedagang makanan,0,0,0,1,0,0
favorit utk liburan,0,0,0,0,0,0
sejuk ngopi sore,1,0,0,0,0,0
kalo pas nyampe matahari terbit bagus banget hawanya sejuk cocok wisata keluarga,1,0,0,1,1,0
bagus indah pemandangannya sejuk kampung tertata gunung gunung hijau,1,0,0,0,1,0
destinasi wisata mantap,0,0,0,0,1,0
seru banget,0,0,0,0,0,0
keren pren wajib kesini pemandangan perjalannya manteb,0,0,0,0,1,0
wisata danau legendaris thnn an,0,0,0,0,1,0
wisata bagus menghilangkan jenuh teman kesini gunung lawu indah,0,0,0,0,1,0
udaranya sejuk sejuk asli,1,0,0,0,0,0
bagus banget bersih dingin,1,0,0,0,1,0
berhasil danau terkenal pemandangan indah lingkungan menyenangkan bersih berkuda menit danau sungguh,1,0,0,0,1,0
membosankan,0,0,0,0,0,0
pengalaman mengesankan suasananya sejuk bersahaja,1,0,0,0,0,0
wisata legendaris telaga sarangan magetan nyaman indah panorama alamnya cocok berlibur keluarga kolega relasi kerja,1,0,0,0,1,0
rekomendasi anak muda,0,0,0,0,0,0
manajemen pariwisata buruk asli,0,0,0,0,1,0
enak santai liburan bareng keluarga,0,0,0,0,0,0
enak sarapan pecel lihat telaga sarangan,0,0,0,0,0,0
pengalaman jalan jalan motor thuring,0,0,0,0,0,0
lumahan healing kemaren speedboat bayar rp masuknya nggak kena tiket,0,0,0,0,0,0
sengaja kesini pagi biar nggak ramai sarapan pecel rb an kuda anak rb x putaran telaga sarangan,0,0,0,1,0,0
cantiknya kabut,0,0,0,0,0,0
ramai pengunjung akhirpekan destinasi wisata magetan,0,0,0,0,1,0
lovely placedari jaman baheula smp jaman now,0,0,0,0,0,0
menakjubkan,0,0,0,0,0,0
kali kesini asyik,0,0,0,0,0,0
udah langsung nyetir,0,0,0,0,0,0
tempatnya cantik panas banget,0,0,0,0,0,0
bagus indah tdk bosan,0,0,0,0,1,0
wisata bagus asli nice tourism place,0,0,0,0,1,0
ramai diakhir pekan wajib beli sate kelinci,0,0,0,0,0,0
mantap udara dingin & sejuk,1,0,0,0,1,0
mudah an pengamen dirapikan pengunjung bebas menikmati suasana sarangan,1,0,0,0,0,0
alamnya msh asri hrga cendera mata lumayan mahal,1,0,0,1,0,0
mendinginkn dr panasnya bumi smg sll dingin gunungnya terjaga kehijauannya,1,0,0,0,0,0
sepi,0,0,0,0,0,0
rekreasi keluarga sahabat teman pacar rekomendasi tarif relevan,0,0,0,0,0,0
gak lupakan,0,0,0,0,0,0
asik menyenangkan sayang menikmati keindahan alam sang khaliq puas eh terganggu ojek kuda mobil motor dll kuda dikasih biar gak berbaur wisatawan trimakasih sarangan,0,1,0,1,1,0
suasana asri sejuk asli sejuk suasana indah,1,0,0,0,1,0
menyenangkan utk liburan keluarga pemandangan indah muter telaga speedboat keliling kuda makanan jg terjangkau libur pengunjung padat jd utk jalan nyaman,1,0,1,0,1,0
seru banget teman teman,0,0,0,0,0,0
bagus terkadang sungai nya kotor da kdang bau t*i kuda,0,1,0,0,1,0
tempatnya asik sayangnya dateng pas malem kalo pas matahari nyaman sih nginep m semoga nginep,1,0,0,0,0,0
kerenbersama sinar pelangi surakarta keindahan,0,0,0,0,1,0
petunjuk arah lokasi wisata tergolong pemandangan wisata jg bagus lihat kota magetan wisata jg alamnya bagus barat sdikit hutan bumi perkemahan tiket,0,0,0,0,1,0
lokasi sempit pengunjung ramai nyaman nyaman telaga ngebel ponorogo,1,0,0,0,0,0
bagus berlibur sekeluarga pasangan makan tersedia khas sarangan,0,0,0,0,1,0
libur ramai pengunjung,0,0,0,0,0,0
ademm orang ramah,0,0,0,0,0,0
tempatnya nyaman sejuk rekreasi,1,0,0,0,0,0
tempatnya bagus banget wahana bermain nya kuda speedboat perahu bebek cocok liburan bareng temen temen keluarga pacar tolong harga makanan,0,0,0,0,1,0
parkir mobil susah,0,0,0,0,0,0
bangus banget sii pecinta alam rekomendasi bgt wisata,0,0,0,0,1,0
dingin sejuk view nya bagus,1,0,0,0,1,0
bagus liburan menarik,0,0,0,0,1,0
telaga alam suasana sejuk keindahan alam bagus,1,0,0,0,1,0
destinasi wisata terkenal menawarkan pesona keindahan alam hawa sejuk lereng gunung lawu berkeliling telaga speedboat keliling kuda kuliner khas sate kelinci sate ayam,1,0,0,0,1,0
lupa kopi menemani aktivitas mu,0,0,0,0,0,0
pengen kesini,0,0,0,0,0,0
wisata kuliner ramai dikunjungi,0,0,0,0,1,0
dingin malam,1,0,0,0,0,0
jajan play game anak mancing bebek jg seseru,0,0,0,0,0,0
rekreasi tempo doeloe,0,0,0,0,0,0
dingin indah pemandangannya,1,0,0,0,1,0
asyik pokoknya wisata,0,0,0,0,1,0
tempata nyaman merefres pikiran kluarga,1,0,0,0,0,0
viewnya bagus catatan pengelola sampah berserakan disepanjang tembok bibir telaga,0,1,0,0,1,0
bagus bagus,0,0,0,0,1,0
zona dingin peluk,1,0,0,0,0,0
bagus berwisata teman keluarga tersedia speedboat kuda disewakan kuliner tepi telaga,0,0,0,0,1,0
mohon tingkatkan area bermain anak y udah x blm memadai si,0,0,0,0,0,0
lokasi nyaman suntuk huru hara kehidupan tempatnya nyaman adem opsi memanjakan,1,0,0,0,0,0
telaga pemandangan gunung lawu bukit bukit cocok wisata keluarga teman,0,0,0,0,1,0
pemandangannya enak adem,0,0,0,0,1,0
nya bagus view nya keren lagii klo prewed wkt boatsayang disana abang hehehe curhat,0,0,0,0,1,0
cocok menghilangkan penat,0,0,0,0,0,0
cari udara segar pengunungan alami,1,0,0,0,0,0
cocok liburan keluarga teman,0,0,0,0,0,0
danau indah kaki gunung lawu speedboat mengelilingi danau selfie,0,0,0,0,1,0
mantapp boat nya,0,0,0,0,1,0
weekdays sepi nyaman parkir langsung tepi telaga,1,0,0,0,0,0
healing tipis tipis udara sejuk pedagang kaki,1,0,0,0,0,0
rekomendasi dikunjungi,0,0,0,0,0,0
mantab banget,0,0,0,0,0,0
asyik banget n serru,0,0,0,0,0,0
nyaman aman pariwisata,1,0,0,0,1,0
wisata cocok keluarga nuansa telaga speedboat,0,0,0,0,1,0
tempatnya indah mata memandang penuh keindahan air gunung pepohonan berjalan berolahraga mengeliling telaga,0,0,0,0,1,0
tempatnya bagus ramah,0,0,0,0,1,0
bagus pengelola anya telaga sepi,0,0,0,0,1,0
indh,0,0,0,0,0,0
menyenangkan pekan suasananya adem,1,0,0,0,0,0
cocok berlibur pasangan,0,0,0,0,0,0
indah rekomendasi dikunjungi,0,0,0,0,1,0
suasananya tempatnya nyaman pedagang kaki,1,0,0,0,0,0
tiket masuk orangasuransi orangmasuk parkir arah calo suruh jemput penginapan kalo,0,0,0,0,0,0
harga makanan minuman asasoris x lipat fasilitas wisata berdagang menikmati wisata senang,0,0,0,0,1,0
tempatnya sejuk cocok melepas penat beraktifitas tp penataanya rapi ya semoga kebersihanya sll trjaga,1,0,0,0,0,0
duduk pengunjung lokasi wisata habis pkl menempati lokasi wisata,0,0,0,0,1,0
hawanya sejuk nyaman beristirahat bersantai keluarga,1,0,0,0,0,0
kecewa seiring pergantian berganti tarif tiket masuk harga tiket %,0,0,0,0,0,0
kotor pedagang hotel penginapan parkiran ruwet kawasan penataan,0,1,0,0,0,0
view cantik telaga sarangan pagi berkabut dingin swwegerr sejuk indah,1,0,0,0,1,0
nyaman sejuk spedbud mengasikan,1,0,0,0,0,0
menikmati indah n sejuknya alam pegunungan n telaga indah,1,0,0,0,1,0
bagus tp mengecewakan,0,0,0,0,1,0
pintu masuk magetan malem minggu malem mingguan ngerasain susana karna sewa resort pinggiran nyari suasana sepi gila masuk malem mingguan aja bayar full rb gelap woy gada gw,1,0,0,1,0,0
vaforit keluarga dikembangkan inovatif spt icon bagus spt air terjunnya benahi jualan jgn jalan biar tdk berasa kumuh telaga perahu pengunjung betah,0,1,0,0,1,0
b aja penjual speed boat merusak suasana berjual dijadikan lahan kearah alam ruko berjualan area parkir kuda suasana kota kek delman,1,0,0,0,0,0
skrg suasana telaga tdk menyenangkan tdk bs lg menikmati pemandangan alam telaganya krn tepian telaga dipenuhi pedagang tdk ditata ditambah dgn bau kotoran kencing kuda menjarah keindahan sarangan asri,1,0,0,0,1,0
area parkir mobil sendirikan tertata rapi kemacetan orang nyaman bau kotoran kuda dimana parkir kuda disendirikan kuda dimana,1,0,0,0,1,0
refreshing indah sejuk dingin perjalanan menyenangkan menanjak kendaraan pelan hati hati gigi hehehe sisi kanan kiri view ygbindahnkweren menghijau menyehatkan,1,0,0,0,1,0
dingin bgt cni tpi enkya gk ad nyamuk,1,0,0,0,0,0
tempatnya sejuk kuda&speedboat bs disewa utk dinaiki tp syg jalannya kotor bau krn byk pipis&kotoran dri kuda byk penjual sate kelinci&sayur mayur byk penginapan bs disewa utk brmlm jln disktr telaga slalu macet&semrawut krn byk mtor mobil pejalan kaki kuda,1,0,0,0,0,1
bayar karcis pintu orang motor trus suruh bayar rb tp ambil rb trus kasih tiket masuk harga rb asuransi jasaraharja harga rb trus sumbangan pmi harga rb jd total,0,0,0,1,0,0
klasik wisata indonesia ketidaknyamanan orang menawarkan jasa sampah sulit toilet bersih,1,0,0,0,1,0
kotor ramai calo tarif masuk warga lokal magetan prihatin kondisi sarangan kangen sarangan asri ramai,1,0,0,0,0,0
tiket orang ribu parkir mobil susah bayar lg telaga fasilitas publiknya nol trotoar jualan kursi wisatawan jualan carut marut macet semrawut gak karu an sampah tai kuda kencing kuda,0,1,0,0,1,0
telaganya indah sayangnya pedagang kaki telaga sarangan kebersihan dipertahankan fasilitas wisata tambahan speed boat pengunjung,1,0,0,0,1,0
management loket gak jalur jln raya skrg solo gk musti bayar tiket,0,0,0,0,0,0
manajemen profesional utk review kamar sprei kotor tdk diganti not recomanded,0,1,0,0,1,0
telaga sarangan penataan pedagang parkir sepeda motor semrawut,0,0,0,0,0,1
telaga bagus luarbiasa sayang salah pengelolaan terkesan semrawut pedagang kakilima bikin tenda terpal dipinggir telaga kumuh sayang seribu sayang telaga bagus salah asuh managemen pariwisata,0,1,0,1,1,0
mkn prima biasakan cek ulang hitung nya rada ga beres nota harganya total dr rb jd rb lbh suruh cek turun jd an cek cek lg rb,0,0,0,1,0,0
kecewa atm sedangakan butuh uang cash utk belanja sewa vila ambil uang dgn atm turun plosan jaraknya km,0,0,0,0,0,0
pokok e apik tenan udaranya sejuk alami pemandangannya bagus penduduk lokalnya bersahabat penginapan puas,1,0,1,0,1,0
tolong penjaga pintu masuk nya bina iya motor nyawa mintain tiket k mentang motor plat b nego dikasih harga k parkir,0,0,0,0,0,0
hati pedagang makanan mencantumkan harga memasang harga masuk akal membayar beli pedagang mencantumkan harga makanannya kalo makan,0,0,0,0,0,0
bagus utk anak krn kuda speed boat pemandangannya sdh tdk bagus,0,0,0,0,1,0
dateng ber bayarnya rb orang dewasa anak tp kasih karcis masuk orang dewasa harga rb karcis anak harga rb kemanakah sisanya,0,0,0,1,0,0
pas berkunjung kemarin pandemi virus corona pengunjungnya padat tdk cocial distan tdk pakai masker takut,0,0,0,0,0,0
satpam sopan mentang mentang motor plat ad wilayah kasar satpam menendang bentak bentak parkir gk tau teman langsung masuk biarkan pas belakangnya langsung stop trus diperlakukan sopan,0,0,0,0,0,0
mantap telaga terletak lereng lawu magetan jawa timur,0,0,0,0,1,0
sarangan parah mosok seng numpak pedah oser kuwi bayar lo hmm sarangan seindah,0,0,0,0,1,0
sejuk dingin alami,1,0,0,0,0,0
suka udaranya sejuk lihat telaganya sampah botol gelas minuman plastik bekas makanan ringan,1,0,0,0,0,0
in cocok untk melepas penat capek membngkitkn semngat dlngkapi bebagai kebutuhn pokok,0,0,0,0,0,0
tempatnya nyaman cocok liburan keluarga fasilitas penginapan pilihan,1,0,0,0,0,0
sepi pandemi,0,0,0,0,0,0
masuk ditambah asuransi kotor bau kotoran kuda sampah berserakan awowkwo not recommended,0,1,0,0,1,0
kluarga wisata d telaga sarangan tmpta ny bersih aman nyaman terjangkau,1,0,1,0,1,0
pengen,0,0,0,0,0,0
petugas loket jujur masuk orang dewasa tiket dewasa anak tarif dewasa,0,0,0,0,0,0
tiket masuk mahal sebanding dgn diperoleh dewasa rp anak rp,0,0,0,1,0,0
pkl nya semrawut dipinggir telaga pinggir telaga steril pkl biar pengunjung dpt leluasa menikmati indahnya telaga sarangan,0,0,0,0,1,0
tempatnya sagat cocok hiburan anak anak orang dewasa silahkan datangi telaga sarangan,0,0,0,0,0,0
tempatnya crowded banget gak nyaman beresiko situasi pandemi covid sprt,1,0,0,0,0,0
menarik cuman air aja masuknya rb,0,0,0,1,0,0
tempatnya baguz mantap,0,0,0,0,1,0
menikmati alam tpi pasar haruskah menikmati balkon hotel,0,0,0,0,0,0
daridulu perubahan ditambah fasilitas pendukung biar lengkap,0,0,0,0,0,0
indah pemandangan fantastis udara pegunungan segar,1,0,0,0,1,0
bikin mual perut,0,0,0,0,0,0
warung kios menurupi pemandangan pasar drpd wisata,0,0,0,0,1,0
pemandangannya bagus cocok refresing keluarga rombongan,0,0,0,0,1,0
udara sejuk,1,0,0,0,0,0
indah menyenangkan kekurangan traveler menikmatinya,0,0,0,0,1,0
harapan nyesel kesitubiaya masuk perorangan parkir biaya,0,0,0,1,0,0
tiket mahal bau pesing larangan memancing asik,0,1,0,1,0,0
tempate semrawut kbanyakan kuda mengganggu pengunjung,0,0,0,0,0,1
asik sejuk po ko e sampae adem joss,1,0,0,0,0,0
bagus sejuk menyenangkan boot kapal,1,0,0,0,1,0
ramai bayar masuk nya mahal fasilitas nya memadai,0,0,0,1,0,0
gak utk nyantai penuh sesak,0,0,0,0,0,0
sarana rekreasi lumayan menarik istimewa,0,0,0,0,0,0
inspirasi tersendiri belibur menenangkan,0,0,0,0,0,0
mampir melintas suasana semrawut lahan parkir susah mengecewakan,1,0,0,0,0,1
rumah makan telaga harganya standar,0,0,0,0,0,0
inovasi wisata wisata edukasi,0,0,0,0,1,0
macet sepeda motor mobil lalang tepi telaga pengunjung nggak nyamam ruwet,0,0,0,0,0,0
udara sejuk warganya ramah pemandangan nya indah,1,0,0,0,1,0
sempit kotoran kuda bau,0,1,0,0,0,0
telaga sarangan terletak kabupaten magetan perbatasan jawatimur jawa sisi timur gunung lawu,0,0,0,1,0,0
keindahan alami inspirasi atu refres otak,0,0,0,0,1,0
bau kotoran kuda kebanyakan pedagang ga asri,1,0,0,0,0,0
tempatnya bagus menangkan kebisingan kota,0,0,0,0,1,0
mahal masuknya bagus aja,0,0,0,1,1,0
bagus sayangkan minimnya sampah,0,1,0,0,1,0
dinginkan,1,0,0,0,0,0
bakung kab blitar selatan,0,0,0,0,0,0
karcis masuknya mahal minim fasilitas,0,0,0,1,0,0
liburan nyaman udara pegunungan,1,0,0,0,0,0
shower air hangat gag,0,0,0,0,0,0
ruwet pengen nyenengin anak aja kesini,0,0,0,0,0,0
berwisata alam asli,0,0,0,0,1,0
penataan penjual & pasar nutupin pemandangan telaga,0,0,0,0,1,0
kuliner dsana unik enak banget,0,0,0,0,0,0
parkir lokasi banget,0,0,0,0,0,0
mahal barang makanan disana,0,0,0,1,0,0
wisata sejuk menyegarkan,1,0,0,0,1,0
strategis parkirnya,0,0,0,0,0,0
ora ena males pengen beli truk,0,0,0,0,0,0
indah dingin,1,0,0,0,1,0
prosedur prokesnya krg tertip,0,0,0,0,0,0
kotor sampah berserakan,0,1,0,0,0,0
adem banget gan,0,0,0,0,0,0
bagus menarik dikunjungi,0,0,0,0,1,0
gada parkir luas,0,0,0,0,0,0
tempatnya nyaman sejuk,1,0,0,0,0,0
tiketnya mantap,0,0,0,0,1,0
parkir memadai,0,0,0,0,0,0
syahdu pol,0,0,0,0,0,0
tempatnya sejuk,1,0,0,0,0,0
lumayan asyik,0,0,0,0,0,0
ahh bosen,0,0,0,0,0,0
mengecewakan gak layak,0,0,0,0,0,0
sempit dermaganya,0,0,0,0,0,0
b aja asli,0,0,0,0,0,0
sesuai ekspetasi,0,0,0,0,0,0
dingin ya,1,0,0,0,0,0
mahal,0,0,0,1,0,0
telaga puncak gunung,0,0,0,0,0,0
magetan,0,0,0,0,0,0
lautan manusia,0,0,0,0,0,0
kehujanan,0,0,0,0,0,0
ramah kudanya manis merayu penumpang penumpang memukul pejalan kaki,0,0,0,0,0,0
indahnya matahari terbenam danau sarangan asli,0,0,0,1,1,0
mantaff asli mntaff,0,0,0,0,0,0
bagus asli bagus bgt tempate,0,0,0,0,1,0
pasar wisata pengaturan buruk,0,0,0,0,1,0
pemasangan pafing telaga nyaman,1,0,0,0,0,0
pedagang asongan menghalangi pemandangan danau,0,0,0,0,1,0
perjalanan bayar asli wisata sitik bayar,0,0,0,0,1,0
suasananya dingin asli dingin suwasana sejuk,1,0,0,0,0,0
asli wus wus,0,0,0,0,0,0
mania seluler asli mobal mania,0,0,0,0,0,0
asli amazing place,0,0,0,0,0,0
oh bau kuda dimana asli,0,1,0,0,0,0
asli baikk,0,0,0,0,0,0
asli mantap,0,0,0,0,1,0
gandos asli jos gandos,0,0,0,0,0,0
jooss,0,0,0,0,0,0
asli top,0,0,0,0,0,0
kotor asli dirty,0,1,0,0,0,0
buruk asli bad,0,0,0,0,0,0
mnyenang asli mnyenang,0,0,0,0,0,0
baguzz asli very very baguzz,0,0,0,0,0,0
berbohong asli dalane ngapusi,0,0,0,1,0,0
mahal asli mahal,0,0,0,1,0,0
penuh sesak gak pake masker tiket masuk rb tp jarang kursi duduk kalo ga rumah makan x aja deh,0,0,0,1,0,0
pengalaman ditelaga sarangan menyenangkan hati keluarga refreshing stombut anak teriak teriak takut senang keluarga berkunjung komunitas orang bergas suasana alamnya segar udara bersih penggunungan puncak lawu,1,0,0,0,0,0
hawanya sejuk turun kelokan pemandangan bagus air telaga jernih,1,0,0,0,1,0
padattidak nyamantukang speedboat telaga tergesa gesa membawa speedboat enjoy menikmati pemandangan,1,0,0,0,1,0
sayang nih obyek indahnya pengelolaan pemerintah perkembangan hotel hotelnya kuno banget pemerintah memperhatikan sarangan salah daya tarik wisata jawa,0,0,0,0,1,0
tiket masuk mahal umbul sidomukti ungaran tp fasilitas n pengelolaan bagus smua fasilitas spot foto bagus lok parkir parkir mahal tukang parkir cuek skitar telaga sampah,0,1,0,1,1,0
menurutku obyek wisata telaga htm rb orang kemahalan,0,0,0,1,1,0
tertata dgn rapi byk motor masuk obyek wisata jd menganggu utk pejalan kaki,1,0,0,0,1,0
mata memandang telaga hampit ketutupan bakulan susah nyari duduk istirahat kososng ketutup tiker pkl bau kotoran kuda ckp menganggu nilai plusnya harga makanan sate bakso pegagang harganya,0,1,0,0,0,0
wisata menarik renovasi inovasi pengelola pedagang agresif menjajakan dagangannya mengganggu,0,0,0,0,1,0
hawanya adem sejuk panorama alam pegunungan,1,0,0,0,0,0
bagus bwat liburan kluarga i like,0,0,0,0,1,0
wisata alam telaga kekurangan pengelolaan terpusat,0,0,0,0,1,0
nyaman enak tp skrg kumuh bnyk skli penjual memakai jalan berjualan jdnya jlan menikmati pemandangan jd gak nyaman,1,0,0,0,1,0
penuh dgn mobil parkir toko jd pemandangan telaganya nampak air danaunya surut cuaca jg tdk sedingin nyaman utk bersantai menikmati pemandangan telaganya spt thn an,1,0,0,0,1,0
pedagang tertata joki kuda kapal boat maksa nyaman perjalanan sarangan indah lokasi komersil area taman wisata ramah anak,1,0,0,0,1,0
harga tiket motor orang rp parkir rp makan menarik pinggir telaga jual pakaian,0,0,0,0,0,0
tp gak deh aja,0,0,0,0,0,0
obyek wisata bagus cocok utk keluarga sayang perhatian pemerintah pengelola sampah berserakan pengaturan lintas telaga semrawut pengelolaan pkl jg teratur monumen,0,1,0,0,1,0
ga worth it kapal mahal jalanan rame full orang cuman kuda doang,0,0,0,1,0,0
indah hawanya sejuk pengalaman buruk ambil foto pinggir danau speedboat mendekat bermanuver san baju celana basah,1,0,0,0,1,0
kasih bintang aja pedagang kaki over dlm berjualanmengganggu pengunjungtolong diatur pk nya bawa kuda bikin tdk nyaman pengunjung,1,0,0,0,0,0
tempatnya sih ok akses jalannya gak banget diadakan penataan jalur macet desak an mobil motor pejalan kaki kuda disayangkan sebagus pengelolaannya bagus gak perubahan,0,0,0,0,1,0
nothing special for mecuma danau berkabut kl cuaca lg musim hujankl panas ya panas banget,1,0,0,0,0,0
air telaga nya kotor sampah view pemandangan hotel bangus tergantung cahaya matahari cuaca,1,0,0,0,1,0
area kehilangan keasriannya jajaran toko non pemanen bolehnya masuk kendaraan telaga menghilangkan nilai eksotisnya jajaran hotel tertutupi warung pk kehilangan memori sejuk keramahan warga keasrian rasakan dimasa,1,0,0,0,0,0
rame bgt kalo weekend parkir susah kuda kasihan ketabrak krn mobil bus serobotan semrawut nyatu pejalan kaki,0,0,0,0,0,1
alternatif sekedar melepas lelah ttg kondisi pasar ttg harganya not recomended fas spt toilet masjid terdekat bersih klo toilet hrs diupayakan unt lbh bersih parkir blm dikelola dng maksimal,1,0,0,0,0,0
tiket mahal fasilitas memadai,0,0,0,1,0,0
htm rp rp harga mahal utk wisata alam kelola pemerintah daerah,0,0,0,1,1,0
tiket kemahalan ya gitu aja beli tiket dewasa tercantum harga rb suruh bayar rb udah gitu karcisnya tiket anak anak dewasa tolong ditindak lanjuti,0,0,0,1,0,0
jalannya ngeri banget disana liat air jetski max kuda beli sayur beli jeruk beli barang ga udah kelar,0,0,0,0,0,0
mhal biaya masuknya kirain k include parkir masuknya doang parkirnya k hadehh,0,0,0,1,0,0
sampah berserakan sampah bayar all in one parkir d dket pintu masuk parkir bayar namanya pungli semoga tim saber pungli menginvestigasi,0,1,0,1,0,0
kotor bau kotoran kuda nyaman aman pejalan kaki krn khusus pejalan kaki jalan utk pedagang mobil,1,0,0,0,0,0
tolong sampah fibuang ditelaga tolong pengunjung kesarangan tdk hrs membeli makanan dipenjual krn sekrng pengunjung tdk duduk santai menikmati pemandangan krn hrs beli bakul telaga,0,1,0,0,1,0
udah kesana taunnya wisatanya gak perkembangan aja kalah hotel&kios kaki sayang banget lokasinya bagus,0,0,0,0,1,0
tempatnya padat pedagang barang jasa gencar mencari konsumen parkir tiket masuk tergolong mahal ruang publik menikmati telaga,0,0,0,1,0,0
gak spot bagus foto ato tenang menikmati danau penuh penjaja makanan hotel dibangun ala kadarnya,0,0,0,0,1,0
brantakan gak bersih kalo ngrantau imagine magetan trs mo refreshing sarangan dingin sejuk damai mon maap mimpi ketinggian,1,0,0,0,0,0
dikelola kendaraan masuk area telaga bagus kendaraan kuda semrawut,0,0,0,0,1,0
kios mepet obyek wisata asongan nyaman berlibur kesannya wisata pasar,1,0,0,0,1,0
tertata parkiran berantakan penjual dilokalisir penataan ulang menikmati suasana telaga sarangan,1,0,0,0,1,0
tempatnya ok tp msh bnyak mobil motor masuk area pejalan kaki bikin ga nyaman oh ya parkir mahal bgt,1,0,0,1,0,0
disana hiburan nggak seru,0,0,0,0,0,0
membawa kesan bukit air danau kebesaran allah maha pencipta galanya,0,0,0,0,0,0
bagus pkl nya ditata jd kesannya wisata alam tp pasar,0,0,0,0,1,0
nyaman penuh jualan santai kuda mobil motor pejalan kaki ruweet bow,1,0,0,0,0,0
wisata sejuk sampah sampah berserakan toa pengeras suara utk pengumuman,1,0,0,0,1,0
fasilitas peginapan memenuhi standar hiburan mlm trkesan angker n gelap,0,0,0,0,0,0
parkir gratis istirahat nyaman kalah ama kuda,1,0,0,0,0,0
liburan nyaman sejuk kulinernya enak kuda speedboad keliling telaga,1,0,0,0,0,0
lumayan sejuk sayang makanannya ga enakagak kotor tempatnya,1,0,0,0,0,0
sejuk sih pembangunan jln paving blok jd kesannya kumuh,1,0,0,0,0,0
nya aja danau orang jualan baju ga menarik,0,0,0,0,0,0
utk rental prahu tdk sopan keamanan tiket mahal,0,0,0,1,0,0
kali menemui pedagang tukang parkirnya kasar dlm melayani tamu,0,0,0,0,0,0
waw libur tempatnya full pedagang telaga semrawut penataan ulang,0,0,0,0,0,1
penataan lokasi wisata msh blm rapi tertib utk parkir kendaraan,1,0,0,0,1,0
tiketn\ masuknya mahal telaga mahal,0,0,0,1,0,0
suasana nyaman wisata kotor kotoran kuda bau,1,0,0,0,1,0
hujan jd g aktivitas tp tiket bayar full hikss,0,0,0,0,0,0
